age,id,permalink,username,to,text,date,retweets,favorites,mentions,hashtags,geo
18,1.2537E+18,https://twitter.com/assylatata/status/1253703836717297665,assylatata,yourhygeia,thank u phiaaaaaa lahat ng accounts ko juskuuuuuuuuuu nyahahahahaha. i love you soooo much ,2020-04-24 15:14:22+00:00,0,1,,,1.2537E+18
18,1.2537E+18,https://twitter.com/assylatata/status/1253703600091435008,assylatata,yourhygeia,baket ankyot q jan haaaaaaa,2020-04-24 15:13:25+00:00,0,1,,,1.2537E+18
18,1.2537E+18,https://twitter.com/assylatata/status/1253703430683504641,assylatata,neyafigueroa,tenchuuuuuuuuuuuuuu jeniaaaaaah! i miss u too!!!!!! lovelots! God bless you too!!!!!! ,2020-04-24 15:12:45+00:00,0,1,,,1.2537E+18
18,1.2537E+18,https://twitter.com/assylatata/status/1253703163535712258,assylatata,Ririiiiiop,kupooooooo HAHAHAHAHA pic tayo next timeeeeeeeeee ,2020-04-24 15:11:41+00:00,0,0,,,1.2537E+18
18,1.2537E+18,https://twitter.com/assylatata/status/1253703013325103111,assylatata,Ririiiiiop,thank youuuuuuuuu briannaaaaaaaaaaaaaa! ingat ka lageeeeee i miss you too!! God bless you more ,2020-04-24 15:11:05+00:00,0,1,,,1.2537E+18
18,1.2537E+18,https://twitter.com/assylatata/status/1253702833116868608,assylatata,Ririiiiiop,qt q,2020-04-24 15:10:22+00:00,0,1,,,1.2537E+18
18,1.25312E+18,https://twitter.com/assylatata/status/1253119543817330689,assylatata,kdramadump,the clingy one is absolutely choi taek HAHAHA,2020-04-23 00:32:35+00:00,0,0,,,1.25312E+18
18,1.25215E+18,https://twitter.com/assylatata/status/1252146744982265857,assylatata,,taena. bat andaming naunfollow???????????????,2020-04-20 08:07:02+00:00,0,2,,,1.25215E+18
18,1.25215E+18,https://twitter.com/assylatata/status/1252146327380561922,assylatata,,it feels so damn good to be alive ,2020-04-20 08:05:22+00:00,0,1,,,1.25215E+18
18,1.25215E+18,https://twitter.com/assylatata/status/1252146175110639616,assylatata,,the slack is finally over.,2020-04-20 08:04:46+00:00,0,1,,,1.25215E+18
