age,id,permalink,username,to,text,date,retweets,favorites,mentions,hashtags,geo
65,1.20E+18,https://twitter.com/adamaofficial/status/1198644645170995206,adamaofficial,,Official merchandise https://adamant.noisemerchants.com,2019-11-24 16:48:47+00:00,25,205,,,1.20E+18
65,1.20E+18,https://twitter.com/adamaofficial/status/1199381540402319367,adamaofficial,,Good evening Birmingham!,2019-11-26 17:36:57+00:00,23,228,,,1.20E+18
65,1.20E+18,https://twitter.com/adamaofficial/status/1200823916513632263,adamaofficial,,15 prime production seats just released for tonight’s show in Cardiff! https://www.stdavidshallcardiff.co.uk/whats-on/rock-pop/adam-ant/,2019-11-30 17:08:26+00:00,18,135,,,1.20E+18
65,1.21E+18,https://twitter.com/adamaofficial/status/1205084355493847040,adamaofficial,,Last night of the UK tour for FRIEND OR FOE tonight at the O2 Academy in Brixton. See you all there!,2019-12-12 11:17:54+00:00,28,320,,,1.21E+18
65,1.21E+18,https://twitter.com/adamaofficial/status/1209890208281485312,adamaofficial,,Merry Christmas!,2019-12-25 17:34:38+00:00,91,1415,,,1.21E+18
65,1.22E+18,https://twitter.com/adamaofficial/status/1215909863005532161,adamaofficial,RaphPH,More Brixton photos!,2020-01-11 08:14:36+00:00,56,785,,,1.22E+18
65,1.22E+18,https://twitter.com/adamaofficial/status/1219689954399477760,adamaofficial,,The Lemonheads are the support for 3 forthcoming shows! http://www.adam-ant.com/the-lemonheads-support-on-friend-or-foe-tour-2020/,2020-01-21 18:35:20+00:00,12,151,,,1.22E+18
65,1.24E+18,https://twitter.com/adamaofficial/status/1242107499043487744,adamaofficial,,Rescheduled dates for the US Friend or Foe tour 2020,2020-03-23 15:14:39+00:00,47,280,,,1.24E+18
65,1.24E+18,https://twitter.com/adamaofficial/status/1242157464667258883,adamaofficial,suedepup,"Unfortunately, the Denver show couldn’t be rescheduled",2020-03-23 18:33:12+00:00,0,0,,,1.24E+18
65,1.24E+18,https://twitter.com/adamaofficial/status/1242157763528200198,adamaofficial,AlanSieja,Check with the place that you purchased the ticket from and they will refund.,2020-03-23 18:34:23+00:00,0,2,,,1.24E+18
65,1.14E+18,https://twitter.com/afcowman/status/1137716270156124161,afcowman,NaturelsWeird,Wow! Nature is amazing even when it is as brutal as this.,2019-06-09 13:41:11+00:00,0,4,,,1.14E+18
65,1.14E+18,https://twitter.com/afcowman/status/1137726588743770112,afcowman,royalsociety,Great to celebrate such an important contribution to STEM.,2019-06-09 14:22:11+00:00,1,1,,,1.14E+18
65,1.14E+18,https://twitter.com/afcowman/status/1137898945466851328,afcowman,kurtfearnley,Congratulations to Ashleigh Barty and Kurt Fearnley - true Australian Sports heros!,2019-06-10 01:47:04+00:00,1,3,,,1.14E+18
65,1.14E+18,https://twitter.com/afcowman/status/1140651405008605185,afcowman,,“The best way to predict your future is to create it.” ― Abraham Lincoln,2019-06-17 16:04:21+00:00,2,14,,,1.14E+18
65,1.14E+18,https://twitter.com/afcowman/status/1141342113168330752,afcowman,ProfPCDoherty,I know. I know. We should all make up our own mind by reading widely but also listen carefully but critically to those who are experts rather than listening to so called 'opinion makers' such as 'radio hosts'.,2019-06-19 13:48:59+00:00,0,5,,,1.14E+18
65,1.18E+18,https://twitter.com/afcowman/status/1177171008349855744,afcowman,DrLachie,Great movie of malaria parasites by Lachie at the Walter and Eliza Hall Institute.,2019-09-26 10:40:13+00:00,8,24,,,1.18E+18
65,1.19E+18,https://twitter.com/afcowman/status/1194925940335247360,afcowman,,Congratulations to Christine Keenan for her well deserved award at the Research Australia awards In Melbourne,2019-11-14 10:31:59+00:00,3,32,,,1.19E+18
65,1.20E+18,https://twitter.com/afcowman/status/1195131424375881728,afcowman,,Congratulations ⁦@CrabbBrendan⁩ for winning the GSK Research Excellence Award for his contributions to #malaria research! ⁦@BurnetInstitute⁩ ⁦@WEHI_research⁩,2019-11-15 00:08:30+00:00,11,81,#NAME?,#malaria,1.20E+18
65,1.20E+18,https://twitter.com/afcowman/status/1199627170571640832,afcowman,,Congratulations to Dave Vaud and Andreas Strasser on winning the CSL Florey Medal,2019-11-27 09:53:00+00:00,0,13,,,1.20E+18
65,1.21E+18,https://twitter.com/afcowman/status/1212170319630233600,afcowman,,,2020-01-01 00:34:59+00:00,9,41,,,1.21E+18
65,1.25E+18,https://twitter.com/alroker/status/1250784912157945857,alroker,,The latest on my #homestudio #homestudiosetup for @todayshow @3rdhourtoday @apple @Rosco_Labs,2020-04-16 13:55:36+00:00,51,1071,@TODAYshow @3rdHourTODAY @Apple @Rosco_Labs,#homestudio #homestudiosetup,1.25E+18
65,1.25E+18,https://twitter.com/alroker/status/1250803843878838272,alroker,whittenburglynn,It was Courtney’s from when she was 8 years old form a PBS auction.,2020-04-16 15:10:49+00:00,3,56,,,1.25E+18
65,1.25E+18,https://twitter.com/alroker/status/1251147969178374146,alroker,,"Tonight, catch yours truly on @NBCBlacklist and see how good James Spader and @fisherstevensbk really are, tonight on @nbc at 8pm ET #blacklist #jamesspader",2020-04-17 13:58:15+00:00,54,519,#NAME?,#blacklist #jamesspader,1.25E+18
65,1.25E+18,https://twitter.com/alroker/status/1251237709949153280,alroker,,Check out 7 Eco-Friendly Product Swaps I share with the folks at ⁦@ParadeMagazine⁩ ahead of #EarthWeek and the #50thanniversary of #EarthDay and watch our ⁦coverage next week on the platforms of ⁦@NBCNews⁩,2020-04-17 19:54:51+00:00,12,46,#NAME?,#EarthWeek #50thanniversary #EarthDay #EarthDay,1.25E+18
