age,id,permalink,username,to,text,date,retweets,favorites,mentions,hashtags,geo
57,1253854281758699526,https://twitter.com/HeySchmidtyy/status/1253854281758699526,HeySchmidtyy,,sweet and spicy buttered shrimp for breakfast,2020-04-25 01:12:10+00:00,2,6,,,1253854281758699526
57,1253716100505677826,https://twitter.com/HeySchmidtyy/status/1253716100505677826,HeySchmidtyy,Dwengdweng,,2020-04-24 16:03:05+00:00,0,0,,,1253716100505677826
57,1253699327291043840,https://twitter.com/HeySchmidtyy/status/1253699327291043840,HeySchmidtyy,,on repeat,2020-04-24 14:56:26+00:00,1,1,,,1253699327291043840
57,1253698823827800064,https://twitter.com/HeySchmidtyy/status/1253698823827800064,HeySchmidtyy,dayantiongson,ayieee. hahaha,2020-04-24 14:54:26+00:00,0,1,,,1253698823827800064
57,1253698770509783041,https://twitter.com/HeySchmidtyy/status/1253698770509783041,HeySchmidtyy,qtandeng,thanks,2020-04-24 14:54:14+00:00,0,0,,,1253698770509783041
57,1254491976562618370,https://twitter.com/isaac_why/status/1254491976562618370,isaac_why,,makes me feel uneasy knowing some people out there beat their shit to alinity’s nip slip,2020-04-26 19:26:09+00:00,11,299,,,1254491976562618370
57,1254199588946415622,https://twitter.com/isaac_why/status/1254199588946415622,isaac_why,softwilly,,2020-04-26 00:04:18+00:00,9,161,,,1254199588946415622
57,1253900867734036480,https://twitter.com/isaac_why/status/1253900867734036480,isaac_why,jordyxbee,,2020-04-25 04:17:17+00:00,1,38,,,1253900867734036480
57,1253821932904079360,https://twitter.com/isaac_why/status/1253821932904079360,isaac_why,,god is dead and this is proof,2020-04-24 23:03:38+00:00,1,143,,,1253821932904079360
57,1253821541000851456,https://twitter.com/isaac_why/status/1253821541000851456,isaac_why,VoiceoverW,this is the most depressing picture i've ever seen. everyone got they youtooz and then there's my dumb jpg lookin ass. cropped out from my youtube profile picture. i am in ruin. i am in pain. this is not fair.,2020-04-24 23:02:04+00:00,20,517,,,1253821541000851456
57,1253199510966280192,https://twitter.com/isaac_why/status/1253199510966280192,isaac_why,,i was hacked,2020-04-23 05:50:21+00:00,6,541,,,1253199510966280192
