username,tweet
kimhalliburton,Happy Birthday Maxwell! My 66th was on the fifth. A very strange birthday locked down with 3 pups. 
KnottyMary,@MMFlint Happy Birthday!!! (My 66th's fast approaching.)
becky_chaplin,It’s my Dads 66th Birthday Monday! He has supported Villa all his life and even worked at the ground too! Would love a happy Birthday for him... He would be absolutely over the moon @AVFCOfficial @JackGrealish @OfficialTM_3 @jmcginn7 #astonvilla #utv #vtid 
MamaBearCardona,Happy 66th birthday to my dad! It's the biggest gift in the world to still have him around after a heart attack and cancer coming back. https://www.instagram.com/p/B_VdNIBg8qmJ8SkSOMYQBFdPQzzy6uOw79L-uI0/?igshid=1ec31810aivs1
OfficialPWI,"Happy 66th birthday to @RealAtlas, seen here guerrilla pressing rival @hulkhogan on the cover of the August 1981 issue of PWI."
domplatt2,"Would have been my old mans 66th today! Happy Birthday and Happy St George’s day, I’m sure we will have a few drinks to celebrate! Miss you "
tennesseewebb,"Grateful thanks for your “Pops” front line service. Happy 66th Birthday, Sir! Stay safe and celebrate many more. "
MTorfan01,"Wow, you are listed among big stars @RealAtlas . You dont look it at all, but Happy 66th Birthday. "
GeorgeSchmidt67,Happy 66th Birthday to MICHAEL MOORE 
basnettdavid1,Wrestling Happy 66th Birthday to former @WWE #AWA #WCCW wrestler @RealAtlas #BOTD 
EHOWB2018,Happy Birthday to Mr.USA Tony Atlas as he celebrates his 66th birthday have a good one from all of us here at Europe's Home Of Wrestling Belts. #WWE #ECW #wwehof #HappyBirthday @RealAtlas 
ninny0410,Captain Sensible - Happy Talk (singalong version) https://youtu.be/291ET6Py6H8 via @YouTube Happy 66th Birthday Captain Sensible!
notsirhca,A very happy 66th birthday Chris. We wish you a well deserved special day. Enjoy it if you have time. But a very big THANKYOU for all that you’re doing to help others. 
CestShai,Happy 66th Birthday!!
myClin,Wishing your dad a very happy 66th birthday!
tamukac,"Happy 66th birthday Mandlovu nyakutumbura. Machengetwa.Kuno varoora venyu, shamwari dzangu dzine mari,vazukuru nevavengi aewa varikutichengeta. Tinavo pano ⁦@PatieMusa⁩ ⁦@tenkatreats⁩ ⁦@FaraiMazhandu⁩ ⁦@rictshuma⁩ ⁦@JamesBae007⁩ ⁦@Miye_tani⁩"
AdrianL55804062,Happy 66th Birthday to your dad!
thinkkimthink,Happy 66th Birthday to your wonderful Dad!!!! Thank you for all you're doing!!!
valli_debra,"Happy 66th birthday, Chris’ dad. Thank you for all you do."
blaser_jeanine,Happy 66th Birthday Chris's dad! Thank you for keeping us safe! 
McintoshRasheed,Happy 66th Birthday to half of the whole that brought me into existence. Thank you God for creating him... &amp; thank you Pop for creating me. Love you sir!!! Glad we could make your day on your day. 
bellewitch66,Happy 66th Birthday Dad! Thank You for working in a hospital! 
LCSTORM2,Happy 66th Birthday to an American Hero 
GailLaughingwo1,Happy 66th Birthday!! May you enjoy many more happy &amp; healthy years. 
TrulyLuii,"Today we say goodbye to my Grandma as we prepare to lay her to rest on this rainy and gloomy day. It seems a little poetic, today is also her 66th bday. I get to tell her HAPPY BIRTHDAY one more time. It’s hard loosing a loved one but I’ll continue to smile for her. "
SimondsDeb,"Happy 66th Birthday, Sir Thanks for all you Do! "
bakingcutie,Happy Birthday to a hero on the front lines....Thank You for all U do. Your our hero. Happy 66th. Stay well.
OOTSComplexPTSD,Happy 66th birthday from Alberta Canada &amp; thank you for being on the frontlines
Laverne18,Incredible!!! Please stay safe and have a GREAT birthday! Happy 66th!!! 
AmyJJackson2,Happy 66th to you! Happy birthday to you 
GlendaLohmann,Happy 66th Birthday to Chris Strider’s dad! 
Brannanrock1,Thank You FOR WHAT YOU DO SAVING LIVES! HAPPY 66th BIRTHDAY!! https://twitter.com/stridinstrider/status/1252670263965159429
ktat553,Happy 66th birthday to Chris Strader's dad! Thank you so much for all that you are doing to help our country through this pandemic. 
Dana44045978,Happy 66th Birthday to a Covid Hero! 
bujheekom,"Happy 66th birthday Mr. Strider! Salute! Peace, love, health &amp; life."
wahlpaperbee,"Happy Best 66th Birthday, sir Be well. Thank you for your commitment."
gachaumu,"Happy 66th Birthday to my favourite voice-actor, Jōji Nakata! Rejoice, boy! Thank-you, Kotomine. "
KH13com,#BDayKH Happy 66th Birthday to Jôji Nakata! He is the Japanese voice actor for Luxord in the Kingdom Hearts series! http://kh13.com http://kh13.com/discord
goldeneagle64,"Happy 66th Birthday, Dad! "
FirstWish42,Happy 66th Birthday! 
GideonNeptune,Pops! It’s your 66th Birthday! Happy Birthday and we are so grateful for you! 
FiddlFaddl,Happy 66th Birthday! https://twitter.com/stridinstrider/status/1252670263965159429
rootsr0308,Happy 66th Birthday. https://twitter.com/stridinstrider/status/1252670263965159429
Magpies1314,Happy 66th Birthday
LegonCitiesFB,"Happy 66th birthday celebration @AccraGtOlympics We all at #LegonCitiesFB wish you all. Don't forget, we have an unfinished business! #TheRoyals #LegonCitiesFB #OlyDade"
