age,id,permalink,username,to,text,date,retweets,favorites,mentions,hashtags,geo
54,1254439870103257095,https://twitter.com/REALDJPREMIER/status/1254439870103257095,REALDJPREMIER,,"TONIGHT On IG LIVE @SportsCenter BEFORE ""THE LAST DANCE"" (Part 3 &amp; 4)... Hosted By @common Featuring DJ D-NICE &amp; @REALDJPREMIER 8:30 East Coast Time... 7:30 Chicago Time... 5:30 West Coast Time...",2020-04-26 15:59:06+00:00,45,104,@SportsCenter @common @REALDJPREMIER,,1254439870103257095
54,1254201103857696769,https://twitter.com/REALDJPREMIER/status/1254201103857696769,REALDJPREMIER,,BEHIND THE BEATS... 3 Samples Broken Down... AND YES THEY WERE CLEARED GO TO @nprmusic For The Full Episode... Shout To ABBY O'Neil... #PremierWuzHere,2020-04-26 00:10:19+00:00,200,747,@nprmusic,#PremierWuzHere,1254201103857696769
54,1253730260711026688,https://twitter.com/REALDJPREMIER/status/1253730260711026688,REALDJPREMIER,djearthquake425,Glad to be able to do it for y'all,2020-04-24 16:59:21+00:00,0,2,,,1253730260711026688
54,1253730107480473600,https://twitter.com/REALDJPREMIER/status/1253730107480473600,REALDJPREMIER,moodysmouth,Thx for the shout ,2020-04-24 16:58:45+00:00,0,4,,,1253730107480473600
54,1253729874562502656,https://twitter.com/REALDJPREMIER/status/1253729874562502656,REALDJPREMIER,CheatsMovement,I only make them when I get a new gig producing... I like to make it on the spot... If I'm working on my own projects then I do at least 1-2 a day...,2020-04-24 16:57:49+00:00,1,22,,,1253729874562502656
54,1253728991300763648,https://twitter.com/REALDJPREMIER/status/1253728991300763648,REALDJPREMIER,,#fbf Cover Of Elemental Magazine Throwback... We Miss You Guru #OneOfTheBestYet @gangstarr,2020-04-24 16:54:19+00:00,67,363,@gangstarr,#fbf #OneOfTheBestYet,1253728991300763648
54,1252296817364082689,https://twitter.com/REALDJPREMIER/status/1252296817364082689,REALDJPREMIER,,Well Said... R.I.P. KING @gangstarr @thereelbigshug,2020-04-20 18:03:22+00:00,168,725,@gangstarr @thereelbigshug,,1252296817364082689
54,1251924638768214030,https://twitter.com/REALDJPREMIER/status/1251924638768214030,REALDJPREMIER,,TONIGHT AT 7pm EST... EveryThing GURU... @gangstarr,2020-04-19 17:24:28+00:00,292,814,@gangstarr,,1251924638768214030
54,1251882055442587648,https://twitter.com/REALDJPREMIER/status/1251882055442587648,REALDJPREMIER,,"10 YEARS TODAY... April 19, 2020... As We Salute Your Existence, We Acknowledge This Day And The Greatness You Chiseled In Stone... Salute To Your ICONIC LEGACY... SLEEP PEACEFULLY KING... ONE OF THE BEST YET @gangstarr",2020-04-19 14:35:15+00:00,861,2724,@gangstarr,,1251882055442587648
54,1250898105895092224,https://twitter.com/REALDJPREMIER/status/1250898105895092224,REALDJPREMIER,,"HAPPY BORN DAY KOOL HERC... THE FATHER OF HIP HOP... KOOL HERC... Thank You For Your Pioneering Greatness... Sedgwick & Cedar (BRONX, NY) #AriesSeason",2020-04-16 21:25:23+00:00,355,1116,,#AriesSeason,1250898105895092224
