username,tweet
GasNation99,Happy 70th Birthday Mommy https://youtu.be/JMk1ZfV5r18 via @YouTube #happybirthday
CliffWhitby,"Happy 70th birthday to Georgia State Senator David Lucas of Macon, District 26 gives who gives his endorsement of Cliffard Whitby for Mayor. Hear the short powerful video with words spoken directly from someone who has been on the Democratic battlefield for many years. "
rrf99,"Happy 70th birthday to our beloved mother in Israel, Julie Alabi, wishing you many happy returns in good health, blessings and fulfillment in Jesus's Christ name. Enjoy your day ma'am https://www.instagram.com/p/B_V21YsHMrIstJDaFIvb9QH3edBQsFixdm7a040/?igshid=mlsfp1zu3mry"
dawngoodwin58,Happy 70th birthday Derek 
tansy444,"@DavidEssexNews hi is there anychance you could do a happy birthday video for my mum? She’s self isolating straight after my dad died and is very lonely, it’s her 70th bday and her name is francesca, bday 11th May. It would make her year!x"
helenmac69,Happy 70th birthday Derek 
helenmac69,Happy 70th birthday Derek 
Dianna46669303,Happy 70th birthday Derek 
Susanne_Dobbie,Happy 70th Birthday Will! 
sharonsfeed,"Happy 70th birthday Derek, hope your health improves soon xx "
StatsCentre,"Happy 70th birthday to Reggie Leach. In 1976, the ""Riverton Rifle"" set a record for most playoff goals in one year (19- tied by Jari Kurri in 1985) as the @NHLFlyers winger became the only non-goalie to date to win the Conn Smythe Trophy despite not being on the Stanley Cup team"
ThomasVitins,Happy 70th #Birthday #PeterFrampton - “While My Guitar Gently Weeps” Live #FestivalDeVina #Chile 2008 #RockMusic #music #anthem #rebel #icon #legend #pioneer #memories
sako_orme,Happy Birthday!! It was my dad's birthday too... his 70th!!
Susanpeart2,#BigNightIn happy retirement today to my hubby Geoff Peart from Barry and also his 70th Birthday on Sunday. Sorry no holiday in Mevagissy yet love you from wife Sue x
ThomasVitins,Happy 70th #Birthday #PeterFrampton - “Lines On My Face” Live #RockMusic #music #anthem #rebel #icon #legend #pioneer #memories
ThomasVitins,Happy 70th #Birthday #PeterFrampton - “Do You Feel Like We Do” Live #RockMusic #music #anthem #rebel #icon #legend #pioneer #memories
ThomasVitins,Happy 70th #Birthday #PeterFrampton - “Can’t Take That Away” Live #Detroit #USA 1999 #RockMusic #music #anthem #rebel #icon #legend #pioneer #memories
ThomasVitins,Happy 70th #Birthday #PeterFrampton - “Baby I Love Your Way” Live #Detroit #USA 1999 #RockMusic #music #anthem #rebel #icon #legend #pioneer #memories
rubysamyoungz,#BigNightIn @BBCCiN @BBCOne Pls wish a massive Happy 70th Birthday 2 Mary Higgins from her children Lou &amp; Matt &amp; their whole families &amp; a special Hi from new great grandson Tommy who arrived today Sending you all their love &amp; can't wait to celebrate with you in person 
ThomasVitins,Happy 70th #Birthday #PeterFrampton - “Do You Feel Like We Do” Live #MidnightSpecial #TVShow 1975 #RockMusic #music #anthem #rebel #icon #legend #pioneer #memories
ThomasVitins,Happy 70th #Birthday #PeterFrampton - “Show Me The Way” Live #MidnightSpecial #TVShow 1975 #RockMusic #music #anthem #rebel #icon #legend #pioneer #memories
hayfisher,"Happy 70th birthday to my dad, Pete, today after coming out the other side of covid. #BigNightIn"
safronprice,Happy 70th birthday mum (Dawn) and also happy 50th wedding anniversary to you and dad (Cyril) #TheBigNightIn
WL3g3nd,Happy 70th Birthday Derek Caplin hope you had a great day and thank you and you’re brother for your service and sacrifice to this country https://twitter.com/keysersosse/status/1253202120276430848
caraFleming10,WOULD LIKE TO WISH A HUGE HAPPY 70th BIRTHDAY TO MUM/NANA/GREAT NANA LOVE FROM THE WHOLE FAMILY #BigNightIn @BBCCiN @comicrelief
JulesCapewell,Happy 70th Birthday Grandad love from Charlotte and Harrison #TheBigNightIn
findlayson_ali,@comicrelief #BigNightIn A huge Happy 70th Birthday to Grandma Anne Sorry we couldn’t see you in person 
chloetyler785,"#BigNightIn I would like to wish my dad, Colin Tyler a happy 70th birthday..... Please make the show "
karengilly,Happy 70th birthday
anewby11,#BigNightIn I would like to say a big Happy 70th Birthday to my Grandad Ian Pitman xx Lots of love!!
PeterReeve7,Happy Birthday 70th enjoy 
Joanna74968852,"#BigNightIn Happy 70th Birthday to Grandma P on 29th April, lots of love Sophie and Aiden xx"
GuyBaber,"Happy 70th Birthday to my mum, Jane Baber, both her sons got her identical flowers and cards delivered today! #TheBigNightIn"
KateColl7,"Happy 70th birthday to Kathy Broadhead of Rochdale for Saturday from her family in South Wales (son Tom, Kate and grandchildren Elliott and Ramona) xxx #BigNightIn"
RossMcCafferty5,Big Happy 70th birthday to my Dad Edward McCafferty for tomorrow! #BigNightIn
ProAmSports,Happy 70th Birthday to @FlyersAlumni Reggie Leach. #StanleyCup Champ and 75/76 #ConnSmythe Winner. Love the #Calgary Corral &amp; #Cooperall Pants! #YYC 12/28/81 #Flyers 7 - Flames 4 Photos from the #YEG #ProAmFanCave Image Archive. Visit Us Online: http://ow.ly/CphM50zmo9J
mjhucknall,Happy belated 70th Birthday Peter!
boards109,"Happy 70th birthday Derek. Thanks for your service, it's very much appreciated. Get yourself as sharp as your uniform in that photograph very soon."
19Hope60,Happy 70th Birthday Derek! Thank you for your service Wishing you better health and many happy returns of the day!! 
SuSuwebb16,"Happy 70th Birthday Keith ""Up The Villa""!"
emg46,Happy 70th birthday Derek
Jo2901F,Happy 70th Birthday Derek 
chrissies141,Happy 70th Birthday Philip enjoy your day and get well. xxx 
JackGrealish,Happy Belated 70th Birthday Keith. Hope you had the best day you could’ve mate! Up the villa!! 
puckhunter2020,Happy 70th birthday to Stanley Cup champion and Conn Smythe Trophy winner #ReggieLeach. #NHL #hockey @Flyers @NHLFlyers #Flyers #Manitoba #legend
BuffSportsHstry,"Happy 70th Birthday Joe Ferguson, Buffalo Bills quarterback 1973-1984. Born #OTD in 1950."
MarkATad75,"Happy belated 70th birthday to the legendary, #peterframpton."
SOTGSociety,Happy 70th birthday to The Riverton Rifle Reggie Leach. Thank you for your support of SOTG! @NHLFlyers
boston_girl79,Happy 70th birthday in heaven Dad. There is not a day that goes by that don't think of and miss and love you. 
aguynamedJEHLS,"My Twitter monologue would be incomplete if I didn’t wish my neighbor Bernie a happy 70th birthday. He is fucking a legend in the STL running community, an accomplished scientist, ND alum, incredible gardener and just a super cool guy who is totally unique. #windingwoods"
TBNSports,Happy 70th birthday to former #Bills Bills QB Joe Ferguson! Our own Milt Northrop remembers the day Fergy and the Bills frustrated Dan Marino the first time
FlyersAlumni,April 23: Best wishes for a very happy 70th birthday -- and many even happier returns -- to Reggie Leach. 
SylviaMaryRyan3,Happy 70th birthday Derek and happy st George's Day 
thatGirlSlim__,happy 70th birthday to my granny 
