username,tweet
mizumxn0,happy 86th birthday dan
HollyBessey,I love how upset my Nan is that she can’t get her eyebrows waxed and her hair cut and dyed My woman Happy 86th birthday also to her! Miss her soooooo much!
missliz71,"#BigNightIn Happy 86th Birthday for Wednesday Betty Riseley, lots of love &amp; hugs from Liz &amp; Sophie. Love you lots &amp; miss your hugs xxxx"
iDemops,"A fitting #tbt this week. Today would’ve been Dad’s 86th birthday. So here’s a happier time when we celebrated his 80th back in our old house in Arlington. Happy Birthday, Dad! #family https://www.instagram.com/p/B_VLx6CpxAy/?igshid=9isng9vql8en"
_forevermekayla,happy birthday 
NevilleSouthall,Happy 86th birthday Bob Stewart Hope you have a great day
Denny_Denovan,"happy 86th birthday to my ma inlaw, one old dragon St George won't be slaying today "
SincilBanker,My Dad's 86th birthday today. Going to behave like outlaws and drive to his house and shout 'Happy Birthday' to him from a safe distance!!
darmstrong3aw,Happy 86th birthday
kyl_mbison,"Happy 86th Birthday to my amazing grandma Barbara Dawn. Your bday being on earth day is of no coincidence! You mean the world to our family, because of the pandemic we can't visit you in the nursing home, we are with you in spirit, forever and always. #happybirthday #earthday"
Gregory01Ryan,62 years ago with the love of life .. Happy Birthday 86th dad .... enjoy the day best you can ..I’m sure hearing from your 7 grand daughters will put a smile on your face https://www.instagram.com/p/B_Rl-A2Fy1Wc93JXkVQZnDV-ejiWWmfkQE936s0/?igshid=mf6lncxt5txp
AbbeyMecca,Happy 86th Birthday to founding partner Nick Mecca! 
HuemannH20,"Let's all wish Tom Huemann a Happy 86th Birthday. As the founder of our company, Tom still likes to tinker and fix projects. He was found tuning up his 35 year old Kinetico while sheltering in place in Florida. Happy Birthday Tom! #birthdaywishes"
TReese82,APR.25 B-DAYS:Happy what would b 86th Birthday to the late great Actor Denny Miller!
GeminightSexy,Happy 86th Birthday to Uncle Sal uWu 
JennJefferys,Happy 86th birthday to this beaut @WillieNelson #comeandtokeit
MCHOdessa,"Today is Ms. Faye's 86th birthday! If you have ever been to MCH, you've inevitably come across Ms. Faye. She's volunteered for nearly 20 years and nearly always works 8 hours a day. She can't work now due to COVID-19, but we do miss her! Help us wish Ms. Faye a happy birthday!! "
BillDanaY,"Wishing our Papa, Ron Yates Sr. a SAFE Happy 86th Birthday this week!!! Wishing all of our family and friends safety and good health. #familymoments #birthdaymilestones #Papa… https://www.instagram.com/p/B_NaxjDnuKYWudu3vxNHtTlrhIBjEc_NNs9cAM0/?igshid=5l4psmu2dpa3"
macleanbrendan,Happy Birthday to my grandmother Jean Maclean coming through with her 86th Birthday. My fave photo: 
Loskie00,Happy 4th birthday #Carter #cretiacakes #happybirthday #thomasthetrain #kidscakes #customcakes #birthdaycake #birthdayboy #fyp #indy #bakery For you to save: Contact us: 5434 W. 86th St. Indianapolis IN 46268 :… https://www.instagram.com/p/B_LjCPUn0UD/?igshid=7of16eo960bj
kasaan05,My Aunt Cathy and Uncle Tom are so special. They always believed in me and taught me that life is worth living to the fullest. Happy anniversary and happy 86th birthday Uncle Tom! We love you and are glad we got to see you. Looking forward to when we can have family dinner again! 
usmclibrarian,Happy 86th birthday to my mom - who is thankfully not on Twitter. Hope to be able to visit next time! 
LdotTheLeo,Happy 86th Birthday Ouma Cynthia... We love and appreciate you so much and thank God for sparing you to spend another year with us... #birthdaygirl #lockdownbirthday https://www.instagram.com/p/B_KY1OBpKzu/?igshid=17reedq9nrwp5
ninny0410,"Dickie Goodman - Mr. President https://youtu.be/lGGbnfQXJQ4 via @YouTube Happy 86th Birthday in Heaven Dickie Goodman - April 19, 1934 – November 6, 1989"
_forevermekayla,happy birthday!
iam_theTOPKeyy,My great grandmother is a blessing! Happy 86th birthday to her 
Mozzasoft,"Isn't it weird how we all state ""door dropping""... i guess it's to stop any people staying the obvious!... Happy 86th Birthday "
profbarrydoyle,"Today would have been my mum, Ramona's, 86th birthday. Happy birthday xx "
operamagazine,"Happy 86th birthday to the pathbreaking tenor George Shirley! His 1970 performance as part of a remarkable line-up (also including Teresa Żylis-Gara, Janet Baker and Theo Adam) in Klemperer’s Beethoven 9 with the ⁦@philharmonia⁩ should not be missed: https://philharmonia.co.uk/watch-archive-stream-of-beethoven-ninth-symphony/"
Hope2Faith2Love,https://m.facebook.com/story.php?story_fbid=10160122305588312&amp;id=832148311?sfnsn=mo Happy 86th Birthday Mom! 
JackieMyNBC5,"My nana's 86th birthday was this week. While I couldn't be at home to celebrate with her, our family decided to surprise her with this socially distant parade! Nana Pascale is the last person to want so much attention, but she deserves it. Wish her a Happy Birthday!! "
joemcpeek,Happy 86th Birthday Dad! Hit ‘em straight today! 
