username,tweet
vaihereotare,"Happy 39th birthday to my Père when he was little in Tahiti he would dive off the pier everyday to find coins/money hes family He came to America knowing no English &amp; only French, he became a dad @only 15 years old he inspires me so much hes the hardest worker, je t’aime daddy "
surfermark1980,On what would have been his 39th birthday. Happy birthday in heaven Big Dog. https://www.instagram.com/p/B_X7JjWnsb5wneBu1Au8uZVzuiUUiu9w-1kgp80/?igshid=kw7n1sdeg2jm
BappyRayhan8,"#Happy_Sparkling_39th_Birthday To The One Of My Most Favourite Exceptional &amp; Extraordinary Super Cute, Pretty, Beautiful, Adorable, Sweet, Smiley And Lovely Indian Actress, Writer, Dancer &amp; Model-Sweetie @kanikamaheshwa_.....#Kanika_Maheshwari !!!!!!!!!!"
Kyshia_,Happy 39th Birthday Ma I’m down here missing you like crazy. You left me way too soon! 
fczenit_en,"Happy 39th birthday to Macedonia's Veliče Šumulikoski, the first non-Russian to captain Zenit! "
stacflowers,Thank you god for blessing me with another year of life... Happy 39th birthday to me! Damn in old
Honeydrip_Liz,"Happy Birthday Broddie!! Love and miss you tons. Continue to shine light over me, guide me to fulfill my purpose, and stay in the right path. Happy 39th birthday. 4/24/1981-7/1/18"
BFC_ExPlayers,"Happy 39th Birthday today to former Pool midfielder, and top bloke ... Keith Southern @southern_keith Hope you have a great day Keith ! #TopPro #LovedHisTimeAtPool #Gnashers"
ImDowntown1,Thats awesome !!! Happy 39th Birthday man. Hope you had an awesome night off
TangoStride,"#Repost from 2019. HAPPY BIRTHDAY, STEVE! @TangoStride (@get_repost) ・・・ Today was a big day for us at @TangoStride: We were celebrating Steve's 39th birthday &amp; Nancy (whose stroke affected her speech) walked over… https://www.instagram.com/p/B_WAb6OA_3N/?igshid=1azei6vdml78u"
thatenolacat,Buddy! Happy Birthday @ANGRYPUG! Wish I could be in Vegas to celebrate reigning in your 39th year on the planet. Can't believe we met 3-years ago; how the time flies! I'll be sending you tips for birthday booze on Friday night. Have fun tonight. Enjoy that giant pizza! 
ANGRYPUG,"Even though today is my 39th my goal starting this year was to be healthy, happy and in the best shape of my life come 40. Here’s to one whole year to get the job done. Also thank you very much for all the birthday wishes "
sarahfouad81,Happy 39th birthday to me 
DaysTwins,Happy 39th Birthday to former #MNTwins LHP Sean Henn. The southpaw came to the Twins before the 2009 season. He pitched 11 1/3 innings over 14 games that season for the Twins. He posted a 7.15 ERA. He was dealt to Baltimore in September. Pitched in parts of 6 seasons in MLB.
GlenRovers_,As we look back the years today on what would have been his 39th birthday its only fitting we remember one of our finest young hurler &amp; footballer taken from us way to soon. Sleep tight Emmett and Happy birthday 
HiDarknesspod,"She is the pride of Africa and incredibly in tune with nature, today we wish Ghana's own superhero, Vixen, a very happy 39th birthday!!! "
OUCats88,@Wolfiesmom Happy 39th Birthday...again! Enjoy 
pdratcliffe,Wishing Lady Gabriella Kingston (nee Windsor) a Happy 39th Birthday. Born #OTD in 1981. The only daughter of TRH Prince &amp; Princess Michael. (She is pictured in Pink) #HappyBirthday
The_QVDS,The elegant lady who had a brilliant wedding and the most recent of the Queen's family and the cute baby who is the Queen's 6th great-grandson are having a birthday today! Happy 39th Birthday to Ella! Happy 2nd Birthday Louis! #LadyGabriella #PrinceLouis
MaimaiMiah,Happy 39th monthsary love imissyouuusomuch. Seeyah soon HAHAHHAsad. Okay lang yan basta safe tayo. Lapit na birthday ko baka naman iloveyoumwah 
Birthdaybank1,Happy 39th birthday to the award winning actress @ufuomaMcDermott. We wish you the best of heavens now &amp; always. #UNILAGvsUNIBEN #unibenvsunilag #birthdaygirl #aprilbaby #birthdaybank1 #birthdayshoutout
TommyKC2,Never imagined id be spending my 39th birthday in lockdown but here we are! Happy Earth Day as well everyone!
Hifly747,Happy Belated Birthday DCI Vera Stanhope (Pet)! Was it your 39th year?! 
ZaGorudan,Happy 39th Birthday you batty brat (feat. Yamato vaulting over a fence.) 
mjephd,"Happy Earth Day and Happy Birthday to my Wife. She is celebrating her 13th 39th. After 12 plus hour days, 7 days a week, she is taking the day “off” and working from home. The life of a healthcare CEO in COVID-19 times. Made her breakfast and listening to Puccini while we eat."
Bolts329,Happy 39th Birthday to the man of little words rhys_j_thomas_ @Machen https://www.instagram.com/p/B_Sgi0yheQx7T8Rlo9X4cPnO7E7Dse4_KFDUKk0/?igshid=1rykrfylwm69
FznQuiz,"Mama G, Coach G, and Cora would like to wish our beloved Chris Gianini a very happy ""39th"" birthday today. Hope you're ready for some Elmo songs and cuddles, Grandpa!"
sarthak2002,"Happy Birthday Harry Potter: Warner Bros, London Unveils Studio Tour On Harry's 39th Birthdayhttps://vilabin.com/arti... "
sarthak2002,"Happy Birthday Harry Potter: Warner Bros, London Unveils Studio Tour On Harry's 39th Birthdayhttps://vilabin.com/arti... https://vilabin.com/article/happy-birthday-harry-potter-warner-bros-london-unveils-studio-tour-on-harrys-39th-birthday/?feed_id=109126&amp;_unique_id=5ea019e903189"
VILabIndia,"Happy Birthday Harry Potter: Warner Bros, London Unveils Studio Tour On Harry's 39th Birthdayhttps://vilabin.com/arti... https://vilabin.com/article/happy-birthday-harry-potter-warner-bros-london-unveils-studio-tour-on-harrys-39th-birthday/?feed_id=109125&amp;_unique_id=5ea019e8978f0"
VILabIndia,"Happy Birthday Harry Potter: Warner Bros, London Unveils Studio Tour On Harry's 39th Birthdayhttps://vilabin.com/arti... https://vilabin.com/article/happy-birthday-harry-potter-warner-bros-london-unveils-studio-tour-on-harrys-39th-birthday/?feed_id=109125&amp;_unique_id=5ea019e7954e4"
Lorenacrespo80,"Happy birthday!! Lucky you! In Spain today is the 39th day of quarentine, and it's not clear when we'll be able to come back to normality, probable mid May... Anyway....Let's go"
detectivekanons,@JDMorgan happy birthday jeffrey!! you’re an incredibly talented actor and the best father and husband. thank you for always interacting and taking time out of your day to even just say hi. your fans love you and i hope you have an amazing day. you deserve it. happy 39th bday ;) 
czaja_Luca,This may be late by 3 days but happy birthday Hayden Christiansen Not only did he play Anakin my favorite character in the Star Wars franchise but he is an amazing actor have an amazing 39th birthday 
Sterling_78,Happy 1st anniversary of your 39th birthday @16BitEric Ingope you have many many more!
kccrd,Happy 39th birthday mama @napintas_kulot 
B_LifeAsIKnowIt,Happy 39th Birthday to my big sister 
danigirl4221,@JeffreeStar tomorrow is my 39th Birthday. I was wondering if you could just say happy birthday to one of your biggest fans. I am mother and life ain’t been easy lately for anyone. TIA praying you see this. #JeffreeStarApproved
princey_prince,Happy 39th Birthday to my Bash Brother and boxing partner @bcsharpedge who’s still rocking a quiff at his age See you soon champ 
spicyboywonho,I’m late but happy 21st birthday to me and happy 39th birthday to #HaydenChristensen #birthdaytwins #NationalHaydenDay
Bijou243Julie,@chipscott Happy 39th Birthday! 
ichabod_krane,Happy Birthday! It's also our daughter's 39th birthday. Today I celebrate 36 years sober and clean.
HiDarknesspod,"They call him Hellhound and the 2nd horseman of Apocalypse, feared by many as Death!!! A very happy 39th birthday to Caliban!!! "
Rbooth2010,"Know the feeling, I kind of skipped my 39th April 1st Birthday. Far more important things going on in the world right now. Anyway... Happy Birthday and a big for all the Hero's on your behalf"
prodsthatmatter,"Happy 39th birthday, Lucky Manzano @luckymanzano! ""At dahil birthday ko today, isang pic na ako naman magregalo sa inyo ng hotness ko. Taken two weeks after ako pinanganak,"" he quips on his latest IG post. "
MailanSafi,Happy belated 39th years birthday anniversary.
Pieman28002245,Happy 39th and 12 months birthday @LauraCTaylor80 x
cawilkin,Happy birthday to her 39th. God bless!
dakkie_sibayan,Happy 39th Birthday Luis Manzano @luckymanzano
deluca1217,Happy 39th Birthday @lisad421 ....hopefully you will not have to spend the last year of your 30’s isolated in your house with your mom!! Love you... 
DOTsezSO,"On a positive note: Happy 39th Birthday! You bring great joy, warmth &amp; compassion to the world and you are a part of what makes this a wonderful country worth fighting for."
DMB03907383,I would like to wish my lil sister a Happy 39th Birthday! Enjoy your day! May God Bless You With Many More I love you sis! #BeBlessed
TimSamsTravelUS,Happy 39th birthday!
garystvnsn,Happy (2nd) 39th Birthday mate! 
votekarenadams,"This week is the anniversary of my 39th birthday. If you want to help me celebrate, consider a donation of $39 to help get us to our fundraising goal! A happy birthday shout out is also appreciated. https://secure.actblue.com/donate/karen-adams-for-county-commissioner-1"
Kalymebi,Happy 39th Birthday Tita Mama Wish You All the Best And Long Life Love You 
haydenfannews,Hayden Christensen trending social media on his 39th birthday. Happy Birthday Hayden! 
muffinlab,happy 39th birthday to the album Doolittle by the Pixies 
SpideyOutcast,Happy 39th Birthday to the Chosen One himself Hayden Christensen! He gets way too much hate. I personally thought he was a good pick for Anakin. May the Force be with him #haydenchristensen #thechosenone #anakinskywalker #attackoftheclones #revengeofthesith #starwars #darthvader
ItsJeromeLee,"*Checking why Hayden Christensen is trending* Me: Oh, it’s just his birthday— Everyone: HAPPY 39th— Me: "
ravenshanice2,@CataSan007 Happy 39th Birthday
wlwahsokaa,happy 39th birthday hayden christensen !! 
SWPodBalance,Before the day ends we want to wish Hayden Christensen a Happy 39th Birthday! Thank you for bringing Anakin Skywalker to life! #balanceoftheforce #balanceoftheforcepodcast #starwars #starwarsfan #starwarsnerd… https://www.instagram.com/p/B_L4w4MAAP8/?igshid=j0c0r6dtl0ic
sinadeleon,Happy Birthday! Today is my 39th Birthday!! I hope you had a fantastic day!
forceghostleia,Happy 39th birthday to Hayden Christensen and the weird little braid he had during Attack of the Clones.
minionfan1024,Happy 39th Birthday to @MrHChristensen! The actor who played Anakin Skywalker in Star Wars: Episode II – Attack of the Clones and Star Wars: Episode III – Revenge of the Sith.
SecretGuyStuff,Happy 39th Birthday to #HaydenChristensen #NationalHaydenDay
sjsharkshistory,Happy 39th Birthday to #SJSharks alumni forward Martin Havlat. Getty Images
ProdigyParadox,"4/19/2020 Today Is Hayden Christensen’s 39th Birthday! As Someone Who Loves Star Wars (Especially The Prequels), His Performance Was Unique And His Gradual Transformation Into Darth Vader Was Great! Happy Birthday To One Of The Best Star Wars Characters! #HaydenChristensen"
ElizabethQuinnX,"Wow it’s my husband’s 39th birthday today. Happy birthday to the king, Hayden Christensen. The only man i would risk it all to the dark side for. "
MoonPrismYT,"Happy 39th Birthday to The Chosen One himself, Hayden Christensen! Thank you for making Star Wars so much fun for me! "
theghissilent,"happy 39th birthday to hayden christensen, we love anakin, but dang man those romance scene in attack of the clones were just too much "
Lucia_Bell,happy 39th birthday KING 
ramonediaz,Happy 39th birthday to the chosen one Hayden Christensen! MTFBWY #HaydenChristensen
ronniedohertyy,Happy 39th birthday to my oldest brother. The most positive influence I’ve ever had in my life. I’m so proud and happy to be your sister - I can’t wait for our bond to continue to strengthen &amp; grow in the years to come I love you so much! 
SturgFish,My current status for my birthday dinner. Happy 39th to me. 
AmargosJohnny,Happy 39th Birthday to Hayden Christensen! #HaydenChristensen #AnakinSkywalker #StarWars
GeoffyPJohnston,"Happy 39th birthday! Hayden Christensen's very best performance was in Shattered Glass, a true-life story of disgraced whiz kid journalist Stephen Glass. "
kyleradioviolet,Happy Birthday! I'm celebrating my 39th with some delivery here too.
nickie_dip,"Happy 39th birthday, Hayden Christensen! "
MrsLadyCrowell,Wanna send a special happy 39th. Birthday to the love of my life booker Tyrone CROWELL I love bae ima make@sire you enjoy your day 
SalMarra927,"Happy 39th Birthday to #AnakinSkywalker himself, #HaydenChristensen"
BFTP4780,"Happy 39th birthday to actor #HaydenChristiansen! Christiansen is best known for the films Star Wars Episode II: Attack of the Clones, Star Wars Episode III: Revenge of the Sith, and Shattered Glass. @Ely, Iowa https://www.instagram.com/p/B_LbrReFQHl/?igshid=16i1zsp1mf4on"
LightEcoOttsel,Happy 39th birthday Hayden Christensen. You brought life to a character we all came to love. 
MARVEL_STARdust,"Happy 39th Birthday to this cute, handsome man and dad, Hayden Christensen!! Hope you have an incredible quarantine birthday. I hope you an incredible healthy life for you and your family! #AnakinSkywalker #HaydenChristensen"
Stadium,Awesome hair. Awesome hands. Awesome speed. Happy 39th birthday to Hall of Famer @tpolamalu!
SWTweets,Happy 39th Birthday to Hayden Christensen 
TSietch,"Happy 39th Birthday to Hayden Christensen. It's not too late to cast him in the role of Feyd Harkonnen for the second #Dune movie. Look at his most famous character after all, he'd be perfect for it. The dialogue literally writes itself. #starwars #AnakinSkywalker"
TheFlirtzes,"For what would have been my brother in law, Sam Challis, 39th birthday tomorrow I have made a contribution to the ASPCA drive setup for Covid-19 relief. He was an advocate who stood up against animal cruelty. Happy Birthday, Starman!"
mnralphie,Happy 39th Birthday to Hayden Christensen! #HaydenChristensen
_im_steven_,Happy Birthday 39th Hayden Christensen We All Miss You!!!#HaydenChristensen #AnakinSkywalker #CloneWars #StarWars
Dojafat,"Happy 39th birthday to my FAVORITE player of all time. One of the greatest players to ever touch the field, a generational talent. HOFer Troy Polamalu!!! "
Stephen05435934,Happy 39th blessed birthday!!
XXXiPodWayne,My friend made this for Haydens bd. happy 39th birthday boss *salutes* #NationalHaydenDay
JoJoF30,Happy 39th Birthday to THE GOAT @tpolamalu! 
LetBenSoloLive,Happy 39th birthday to Hayden Christensen!!! 
Hopeful_Belief,Hayden Christiansen is celebrating his 39th birthday today! #StarWars #Vader #sundayvibes #SundayThoughts #MaytheForcebewithyou
christinephili,Happy 39th Birthday to former Pittsburgh Steeler Troy Polamalu He is my Favorite Steeler Happy Birthday Troy Polamalu #happybirthdaytroypolamalu #happybirthday #troypolamalu https://www.instagram.com/p/B_K5Dill4sD/?igshid=14cor1efzlkoa
Wall_E_Swaggggg,Happy 39th birthday to the king Hayden Christensen fuck them younglings 
KSohrabi21,"Happy Birthday 39th birthday, Hayden Christensen"
TrudyRausch,Wishing you: A very Happy 39th Birthday with 18 years experience. Have a great day! 
masongreg419,Happy 39th Birthday @MrHChristensen!!! So happy to share my birthday with my favorite Star Wars character!
Dan_Drummey5ROC,Happy 39th birthday to former Ottawa #Sens star Martin Havlat!!!
HardEarnedYard,"Happy 39th birthday to @steelers legendary safety, @tpolamalu! @USC_FB DB ‘00-‘02 16th pick in ‘03 #NFLDraft (PIT) HOF Inductee ‘20 8x Pro Bowler 4x All-Pro 2x SB Champ 1x AP DPoY ‘10 32 INTs Wish Troy a happy birthday! #steelers #SteelersNation #nfltwitter"
DFSPrimeLineups,"Re-tweet from NFL Throwback ,""....... Gold Jacket coming soon. Happy 39th birthday to HOF safety &amp; Steelers legend Troy Polamalu! tpolamalu ......."" #Sports , #NFL , #NBA , #MLB , #DFS , #FanDuel #DraftKings"
nflthrowback,Gold Jacket coming soon. Happy 39th birthday to HOF safety &amp; @Steelers legend Troy Polamalu! @tpolamalu
voldemortadeIle,Happy 39th birthday to the most precious person #NationalHaydenDay
HectorNavarro_,"Happy 39th Birthday to the Chosen One Hayden Christensen! (Star Wars, Jumper, Awake, Life As A House, Factory Girl). "
barbadiancoven,omigii happy 39th birthday Hayden!! may the Force be with you. always. #HaydenChristensen #AnakinSkywalker
Heeynoow,So I decided to dedicate my tweet 1000 to king Hayden Christensen and share the 39 things I love about him in honor of his 39th birthday #NationalHaydenDay #HappyBirthdayHaydenChristensen 
jacqueslharris,"Happy 39th birthday to the woman that I am blessed to be able to call my best friend, my wife, my crush my teammate, the mother of my children. @ethellen123 #SheIsActually37 I Love You "
alec_behan,Happy 39th Birthday to Hayden Christensen! The actor who played Anakin Skywalker in Star Wars: Episode II – Attack of the Clones and Star Wars: Episode III – Revenge of the Sith. 
ComonNetPod,Happy 39th Birthday to the greatest safety in Steelers history &amp; one of the best in NFL history. 8X Pro Bowl 4X All Pro 2010 DPOY 2X Super Bowl champ 2020 NFL Hall of Fame Only HOF player from 2003 NFL Draft (currently) Here’s one of those times Troy jumped over the line. 
TheBartman277,Happy 39th ++ Birthday Kelly.
SensCentral,Happy 39th birthday to former #Sens star Martin Havlat! #GoSensGo
moralesmelaniem,happy 39th birthday to a badass sweetheart #HaydenChristensen
OuterRimPodcast,"Happy 39th Birthday to The Chosen One himself, Hayden Christensen! Forever in your corner, dude! "
JustBrookeJ,"April 19, 1981 was Easter Sunday! I got a baby brother! Happy 39th birthday to one of the greatest men I know! He’s a great dad, uncle, brother, husband, and friend...and the only person who might be as competitive as I am! Happy Birthday, Britt! We Love You! "
Court_rankin,Happy 39th birthday to him 
DailySWBF,"Happy 39th birthday to The Chosen One, Hayden Christensen! #StarWarsBattlefrontII"
AnthonyFaglione,Happy 39th birthday (one more time) James!
Lumarcel8489l,Very Happy 39th Birthday to you. May it be a lovely and blessed one. Amen. 
powerpuffluvv,happy 39th birthday to love of my life #NationalHaydenDay
29Antonio8,Happy 39th Birthday to one of the greatest to ever wear the Black &amp; Gold for the Pittsburgh Steelers-Troy Aumua Polamalu! 
ka345sh,HAPPY 39TH BIRTHDAY TO MY MCE MY ORIGINAL CRUSH HAYDEN CHRISTENSEN ..........listen luv I would drop my whole non existent career for you.... xx 
CSweeney1981,Happy 39th birthday to me and 3 months sober today aswell 
KateHays17,Guess who’s birthday it is... Happy 39th birthday!! That’s insane I remember when he was 21 and 24 and now he’s 39 with a little girl 
GeorgeSchmidt67,Happy 39th Birthday to HAYDEN CHRISTENSEN 
TMoneySartwell,Happy 39th Birthday to my main man Hayden Christensen. I'm so sad I wasn't able to see him at ACE Comic Con due to the Coronavirus but I hope someday I can meet him and express how much of an impact he has made to me and many others' lives. #HaydenChristensen #AnakinSkywalker
MAGARyLue,My older brother’s 39th was today. Happy Birthday James!
MrSamuelAllen,"@fakingstarwars @LinkVoximilian @JediNewsUK @PrequelTrilogy Happy 39th Birthday to #HaydenChristensen, he played adult Anakin Skywalker in both #AttackOfTheClones and #RevengeOfTheSith."
GridIron2437,Wishing former Pittsburgh Steelers Strong Safety Troy Polamalu a Very Happy 39th Birthday My all time Favorite player. #HereWeGoSteelers
GridIron2437,Wishing former Pittsburgh Steelers Strong Safety @tpolamalu a Very Happy 39th Birthday #SteelersNation
SteelersTres60,Hoy es cumpleaños de una leyenda de los #Steelers y nuevo integrante del #ProFootballHoF: Troy Aumua Polamalu Happy 39th Birthday @tpolamalu !!! #Legend
KEENHONORTRUST1,""" HAPPY 39th BIRTHDAY ROBERT @Robbieg430_g #InChristJESUS #PRESSON #FOLLOWJesusChrist !!! #REVELATION1:1 #OVERCOMETH #KINGofKingsAndLORDofLords !!!"" "
Steelersdepot,"Happy 39th birthday to the great Hall of Fame S Troy Polamalu, who was born on April 19, 1981. I am proud to say I was fortunate enough to watch every game that he played during his NFL career. Truly the ! (@tpolamalu)"
ShivesSteven,Happy Birthday James! I've already had MY 39th. ('bout 35 years ago.)
garyspDC,"Sid, you enjoy a Happy 39th. Birthday with your wonderful family! #StayPositive"
thepoohitthefan,Happy Birthday to me... Happy Birthday to me... Haappy Biirrthday tooo mee eee eeee... Happy Birtday to meeeeeeeeeee..... Its my 39th lets hope i see my 40th 
NomicsMaga,"Many happy returns on the anniversary of your 39th birthday . Stay classy, little lady."
Ckc95256453,Happy Birthday James. 39th? Haha 
BondiSurf,Happy 39th Birthday!! 
Woodworkerman,Happy 39th Birthday. Keep it up. .pu ti peeK .yadhtriB ht93 yppaH
SectyHarris,"Happy 39th Birthday, James! "
EllyMoo81569270,Happy 39th Birthday again. Loved your character in Casino and so many others. Hope you have a great day. 
SandyCriswell,"Happy 39th birthday, James! "
CONKJR,"Happy 39th birthday, longest game in baseball history "
NBCSBoston,"Happy 39th birthday , longest game in baseball history. @PawSox 3, @RocRedWings 2 (33 innings). @ChickenMan3010, @CalRipkenJr, just like it was yesterday, right? READ MORE: https://www.nbcsports.com/boston/red-sox/pawtucket-red-sox-began-longest-game-baseball-history-39-years-ago-today #TheStatsCorner"
jrsobeck,"Happy 39th birthday to our firstborn, @EatItAtlanta. Tempus fugit. @Manhattan, New York https://www.instagram.com/p/B_IKjWiDtfk/?igshid=15e60vnhaw1sa"
DaysTwins,"Happy 39th Birthday to former #MNTwins 3B Brian Buscher (@BrianBuscher55). He came to the Twins as a minor league Rule 5 pick and played in 164 games for the Twins from 2007-09. Hit .266 with a .343 OBP. Added 13 doubles and 8 HRs. Coaches at his alma mater, U of South Carolina."
LaurenChampio13,"Happy birthday, Robert! Blessings to you on your 39th birthday, Brother. "
Bukki82771104, Happy 39th birthday. Keep winning!
SticksMix,"Happy 39th Birthday, or 13,380th day of life here. May your day be filled with joy, love, some fun, and contentment"
birthday3652,Happy 39th wedding anniversary to his Excellency the Governor not Ondo state Rotimi Akeredolu SAN @RotimiAkeredolu and his wife Celebrating a day as this keep the memory remarkable. May this next chapter of your… https://www.instagram.com/p/B_H7QZoH8SK/?igshid=jgyk63o150wt
jeslllll,@robbieg430_g HaPpY 39tH bIrThDay 
frankenfemme_,@marabeencroft happy 39th birthday to my first born daughter 
morehead,Happy 39th (+1) birthday to my bestie @rob_blog !!! Here’s to more Greek donkey rides. Cheers hot stuff! Love you!
SaintAnthonysFC,Happy 39th birthday to ex ants player and former ball boy @markybhoy1704. All the best Cuish from everyone at the club. Oh and heres one last red for the road #hothead
pattim06,"Happy birthday, Jill! Great way to celebrate your 39th! "
emilmgarcia,"HAPPY SABBATH Hi Gloria ""Oya"" Ramos Sanches Happy 39th Birthday #PrayFaithHealth emilio.manalo.garcia02191960@gmail.com"
50shadesofJBR,Can you play Single by @NKOTB i love @DonnieWahlberg voice in the song and happy birthday by nkotb cuz its my husband Jason's 39th Birthday today 
ZipperlyM,"Happy [39th] birthday to the best PI! Had fun organizing this with other lab members, while still following social distancing measures. Gotta stay safe! #quROARantine "
iamhannacharm,"Happy 39th Birthday to one of the smartest person I've met, a person who deserves the myriad of credits with how studious &amp; diligent I am today. I hope he floats with lots of smiles as he spends the day today. #EidMiladSirDean #DocSaiAngel"
sarthak2002,"Happy Birthday Harry Potter: Warner Bros, London Unveils Studio Tour On Harry's 39th Birthdayhttps://vilabin.com/artic... "
VILabIndia,"Happy Birthday Harry Potter: Warner Bros, London Unveils Studio Tour On Harry's 39th Birthdayhttps://vilabin.com/artic... https://vilabin.com/article/happy-birthday-harry-potter-warner-bros-london-unveils-studio-tour-on-harrys-39th-birthday/?feed_id=97828&amp;_unique_id=5e99cd2c790d2"
AuntCalls,Happy 39th Birthday!
tapology,@jasonmanly happy 39th birthday! via @tapology
tapology,@1manriot_hyatt happy 39th birthday! via @tapology
EvergreenForest, Happy 39th Birthday! @JGshock So handsome! 
EvergreenForest, Happy 39th Birthday! @JGshock
EvergreenForest, Happy 39th Birthday! @JGshock
EvergreenForest, Happy 39th Birthday! @JGshock
ZoeWundenberg,Happy 1st anniversary of your 39th birthday for tomorrow then Michael! 
rain_iris,Happy 39th birthday I hope you smile everyday 裕二さんと裕二さんの音楽に出逢えたことに感謝 これからも唯一無二の音楽を聴かせてください 笑顔で再会できる日まで… #中田裕二 #happybirthday #Happybirthday39th #39歳 #誕生日 #おめでとう https://www.instagram.com/p/B_E62dBD2JM/?igshid=1k7zb5a6gp5a9
dramalovershah,Happy 39th Birthday OPPA Lee Joon Gi 
deanocity3,"Happy 39th birthday to former @Coventry_City forward Michael Mifsud ,born in Malta he joined The Sky Blues in 2007 having been signed by Micky Adams.Mifsud scored 23 goals during his time with City and played just short of 100 games. he was released summer of 2009 ."
