age,id,permalink,username,to,text,date,retweets,favorites,mentions,hashtags,geo,
69,1.25E+18,https://twitter.com/DrPhil/status/1253435980780093440,DrPhil,,"“This is the time that you could be searching careers, getting yourself in shape, doing whatever you need to do – so when that door opens – you step out there, and everybody else is in your rearview mirror,"" says Dr. Phil. #DrPhil",2020-04-23 21:30:00+00:00,9,47,,#DrPhil,1.25E+18,
69,1.25E+18,https://twitter.com/DrPhil/status/1253420882518667267,DrPhil,,"Stephanie says that she’s been spending her days on the couch, eating sweets, and streaming Netflix. #DrPhil",2020-04-23 20:30:00+00:00,3,51,,#DrPhil,1.25E+18,
69,1.25E+18,https://twitter.com/DrPhil/status/1253405846542995456,DrPhil,,"Amanda says once the novel coronavirus hit her state, she panicked, spent all her vacation money on food, and has started to put on weight. #DrPhil",2020-04-23 19:30:15+00:00,6,64,,#DrPhil,1.25E+18,
69,1.25E+18,https://twitter.com/DrPhil/status/1253390684284805121,DrPhil,,"“When we get into a really unusual situation, people tend to think ‘OK, this is not real world, this is not real life – so all the rules are suspended,’” says Dr. Phil. #DrPhil",2020-04-23 18:30:00+00:00,3,30,,#DrPhil,1.25E+18,
69,1.25E+18,https://twitter.com/DrPhil/status/1253389115040559104,DrPhil,,Happy Birthday little sister!! You sure have a lot of Friends in Friendsville Tenn!!!,2020-04-23 18:23:46+00:00,5,65,,,1.25E+18,
69,1.25E+18,https://twitter.com/DrPhil/status/1253375584937246720,DrPhil,,"“I hate how I look,"" says Heather. #DrPhil",2020-04-23 17:30:00+00:00,2,54,,#DrPhil,1.25E+18,
69,1.25E+18,https://twitter.com/DrPhil/status/1253315457639219200,DrPhil,,"When Gypsy Willis met Dr. Martin MacNeill, she never dreamed their affair would turn into a nightmare filled with lies & murder. EP1 of “Devious Doctor: The Life & Lies of Dr. Martin MacNeill"" is out now. #MysteryAndMurder #AnalysisByDrPhil @DrPhilPodcast https://drphil.tv/2yZAoOR",2020-04-23 13:31:05+00:00,2,44,#NAME?,#MysteryAndMurder #AnalysisByDrPhil,1.25E+18,
69,1.25E+18,https://twitter.com/DrPhil/status/1253103792955854848,DrPhil,,Hear how a Boy Scout is using his 3D printer to help the medical community during the COVID-19 pandemic. #DrPhil,2020-04-22 23:30:00+00:00,2,63,,#DrPhil,1.25E+18,
69,1.25E+18,https://twitter.com/DrPhil/status/1253088693147111431,DrPhil,,The President and CEO of the San Antonio Food Bank says they are feeding double the amount of families as they were before the COVID-19 pandemic – and now he worries the supplies are not adequate to meet the demand. #DrPhil,2020-04-22 22:30:00+00:00,7,57,,#DrPhil,1.25E+18,
69,1.25E+18,https://twitter.com/DrPhil/status/1253073594088742914,DrPhil,,"“They gave me chloroquine Thursday morning, Thursday afternoon. At about midnight Thursday night, I woke up and I said, ‘I feel a little bit better,’” says James. #DrPhil",2020-04-22 21:30:00+00:00,13,119,,#DrPhil,1.25E+18,
69,1.25E+18,https://twitter.com/BishopPMorton/status/1253468957417385985,BishopPMorton,,Crazy Protestors who want things to open up too quickly for you to make more money. Please don’t confuse the bible. The bible says Jesus Died That We Might Live. So keep your distant from me because The Bible does not say I Must Die So You Might Live Stay Home,2020-04-23 23:41:02+00:00,15,80,,,1.25E+18,
69,1.25E+18,https://twitter.com/BishopPMorton/status/1253445695140438018,BishopPMorton,ascendingeagle8,Amen,2020-04-23 22:08:36+00:00,0,2,,,1.25E+18,
69,1.25E+18,https://twitter.com/BishopPMorton/status/1253420085445668866,BishopPMorton,ascendingeagle8,Amen Prophetess Speaking the Truth of God No More Male Female,2020-04-23 20:26:50+00:00,0,5,,,1.25E+18,
69,1.25E+18,https://twitter.com/BishopPMorton/status/1253304041293131776,BishopPMorton,,"I know on Tues. I sing a new song on songs “Mama Use 2 Sing” But here’s something “Mama Use 2 Say” Never Trust A Liar” #45 is a known liar 18,000 documented lies since being POTUS. What’s crazy is those who believe #45 over Dr Fauci Known Truthful Medical Expert on Corona Virus",2020-04-23 12:45:43+00:00,3,61,,,1.25E+18,
69,1.25E+18,https://twitter.com/BishopPMorton/status/1253076677204246529,BishopPMorton,BishopTTriplett,Bless you Bishop my Son,2020-04-22 21:42:15+00:00,0,5,,,1.25E+18,
69,1.25E+18,https://twitter.com/BishopPMorton/status/1253076322571767808,BishopPMorton,Beverly13985195,Bless you,2020-04-22 21:40:50+00:00,0,5,,,1.25E+18,
69,1.25E+18,https://twitter.com/BishopPMorton/status/1253070549078638599,BishopPMorton,,Money can’t be more important than lives. @CHANGINGAGENATL #stayhome. #toosoon #irresponsableleadershipcostslives,2020-04-22 21:17:54+00:00,38,243,#NAME?,#stayhome #stayhome #toosoon #irresponsableleadershipcostslives,1.25E+18,
69,1.25E+18,https://twitter.com/BishopPMorton/status/1252948407066464256,BishopPMorton,lynda514,So true,2020-04-22 13:12:33+00:00,0,4,,,1.25E+18,
69,1.25E+18,https://twitter.com/BishopPMorton/status/1252936972521353216,BishopPMorton,edeweysmith,Thank You Mayor I Love It We got your back,2020-04-22 12:27:07+00:00,93,544,,,1.25E+18,
