username,tweet
RedReveal,"Happy 92nd Birthday, Tommy Docherty! #MUFC"
AriItalianMuse,Happy 92nd Birthday Nonna! | Ariana Grande Snapchat Vlogs https://youtu.be/EfCKQSLqCp8 via @YouTube
BrowardSign,Happy 92nd Birthday from all of us at #signdreamersbroward #drivebybirthdayparty https://www.instagram.com/p/B_V3BVJHAM6/?igshid=15vk2zqhfbg0x
KieranF2802,Happy 92nd birthday to Auld James. Hopefully see him again soon . #Grandad #Birthday #92 #Birthday 
OTRCAT,"Happy Birthday, Shirley Temple! Today would be Shirley Temple's 92nd Birthday. President Franklin Delano Roosevelt called Shirley Temple Today only: her collections is on sale at 20% off. https://www.otrcat.com/p/shirley-temple"
inSHEKAiTrust,Happy 92nd birthday to my granny 
BJonesATC,"Young or old, always have been and always will be thankful to have such a FANTASTIC Grandmother!! Happy 92nd birthday Grandma! Dementia and this damn virus doesn’t allow us to call much or visit, but she is always in our thoughts and prayers! "
bignhoj,"Happy St George’s Day, it would have been our Grandad George’s 92nd birthday today, have a few lighten bitters up there today. RIP @Charlotte2963 @Original_Eelsy"
ArdsleyPSball,"Happy 92nd Birthday to Ardsley Softball biggest fan, My Mom ! "
HouseVetAffairs,"Wishing a very happy 92nd birthday to Delmar! Thank you for your service, sir. "
STLChildrens,"Happy 92nd birthday to Velma Hunt. Ms. Hunt has been a member of the St. Louis Children's team for more than 60 years. Emergency Room staff celebrated with a parade of cars in front of her house, social distance style. Cheers to you, Ms. Hunt! "
jane_gleaves,"Happy 92nd birthday to Mike's mum, hope you are feeling better soon xx"
TaiTarian,"Happy Birthday Albert! One of our Haven residents recently spent his 92nd birthday in lockdown. He was able to see his family through the window, but he also got a phone call from Bethan, our Independent Living Officer who sang Happy Birthday down the phone to him. #WithYou"
ItsBrieann,Happy 92nd birthday Grandma! I miss you everyday....
AriItalianMuse,Happy 92nd Birthday Nonna! | Ariana Grande Snapchat Vlogs https://youtu.be/EfCKQSLqCp8 via @YouTube
smcintoshplan,42 of us did an xtra special #georgeformbysociety #zoom #thrash tonight for The Queen to wish her a very happy 94th birthday. 2 years ago today the #GFS were so incredibly proud to play for her at her 92nd birthday celebrations @RoyalAlbertHall @GeorgeFormbyOrg #buckinghampalace
smcintoshplan,42 of us did an xtra special #georgeformbysociety #zoom #thrash tonight for The Queen to wish her a very happy 94th birthday. 2 years ago today the #GFS were so incredibly proud to play for her at her 92nd birthday celebrations @RoyalAlbertHall @GeorgeFormbyOrg #buckinghampalace
