age,id,permalink,username,to,text,date,retweets,favorites,mentions,hashtags,geo,
72,1.25E+18,https://twitter.com/StephenKing/status/1253058015751790592,StephenKing,ANNELAMOTT,"Now that song is in my head. Thank you, Anne.",2020-04-22 20:28:06+00:00,3,486,,,1.25E+18,
72,1.25E+18,https://twitter.com/StephenKing/status/1252977085989244928,StephenKing,,Love this. Nick Lowe and his son.,2020-04-22 15:06:31+00:00,140,1197,,,1.25E+18,
72,1.25E+18,https://twitter.com/StephenKing/status/1252772301763940353,StephenKing,,"Bored? Stuck inside? Need recommends? No? Here are some, anyway. TV: BOSCH--Excellent detective series. A+ Movie: SEA FEVER--Irish horror. A- Book: MISSING PERSON, by Sarah Lotz--Internet sleuths vs. serial killer. A And IF IT BLEEDS, by me!",2020-04-22 01:32:46+00:00,2826,27697,,,1.25E+18,
72,1.25E+18,https://twitter.com/StephenKing/status/1252635624722571267,StephenKing,BevVincent,Wow!!,2020-04-21 16:29:40+00:00,240,4749,,,1.25E+18,
72,1.25E+18,https://twitter.com/StephenKing/status/1252377000213241857,StephenKing,,"Wendy's brother is sniveling yet again. And slapping himself around. This will not end well. (OZARK, Episode 9)",2020-04-20 23:21:59+00:00,108,3464,,,1.25E+18,
72,1.25E+18,https://twitter.com/StephenKing/status/1252356765879955459,StephenKing,,Episode 9 of OZARK: Wendy's brother is sniveling again.,2020-04-20 22:01:35+00:00,178,4624,,,1.25E+18,
72,1.25E+18,https://twitter.com/StephenKing/status/1252349546438352898,StephenKing,,The big boys get the big bucks and the little guys get the shaft. Same as it ever was. Trump’s big promises? Bullshit.,2020-04-20 21:32:54+00:00,3491,20352,,,1.25E+18,
72,1.25E+18,https://twitter.com/StephenKing/status/1252347660880605185,StephenKing,,Bis businesses got millions from the feds. Little guys got bupkes. #CaptainTrumps,2020-04-20 21:25:24+00:00,719,4875,,#CaptainTrumps,1.25E+18,
72,1.25E+18,https://twitter.com/StephenKing/status/1252334277330681856,StephenKing,,"My new book, IF IT BLEEDS is published tomorrow. Just a heads-up. (Because I'm proud of it.)",2020-04-20 20:32:13+00:00,6399,71058,,,1.25E+18,
72,1.25E+18,https://twitter.com/StephenKing/status/1252042631925895170,StephenKing,,"Love HOMELAND. Can't wait for next week. But hey, guys: Wouldn't it be simpler and less fraught if Carrie and Saul just sat down and talked this secret agent thing out?",2020-04-20 01:13:19+00:00,487,7243,,,1.25E+18,
72,1.25E+18,https://twitter.com/alicecooper/status/1253354548296593409,alicecooper,JeremyWaldoch,How about a tweet? Happy birthday! ,2020-04-23 16:06:25+00:00,0,2,,,1.25E+18,
72,1.25E+18,https://twitter.com/alicecooper/status/1252718754989047808,alicecooper,,"For this week's #VintageVault Podcast I am joined by the Demon himself, Mr. @genesimmons of @kiss. Gene talks about his time at camp and his commitment to putting on great live shows. https://bit.ly/VintageVaultPod #Kiss #AliceCooper #GeneSimmons #Podcast",2020-04-21 22:00:00+00:00,110,956,#NAME?,#VintageVault #Kiss #AliceCooper #GeneSimmons #Podcast,1.25E+18,
72,1.25E+18,https://twitter.com/alicecooper/status/1252645554573791233,alicecooper,,Am I doing this right?,2020-04-21 17:09:07+00:00,65,444,,,1.25E+18,
72,1.25E+18,https://twitter.com/alicecooper/status/1252310804990504961,alicecooper,,Fantastic drawing for this week's #MinionMonday by @antoniaart_ #art #drawing #artist #alicecooper https://www.instagram.com/p/B_NqrKjFhfN/,2020-04-20 18:58:57+00:00,42,214,,#MinionMonday #art #drawing #artist #alicecooper,1.25E+18,
72,1.25E+18,https://twitter.com/alicecooper/status/1251213491115110400,alicecooper,,.@Loudwire countdown their Top 10 Unforgettable Alice Cooper Moments #FlashbackFriday #FBF,2020-04-17 18:18:37+00:00,49,304,#NAME?,#FlashbackFriday #FBF,1.25E+18,
72,1.25E+18,https://twitter.com/alicecooper/status/1250517160381857792,alicecooper,,Hope you're all staying sane today. h/t @TheRickCurtis,2020-04-15 20:11:39+00:00,429,3028,#NAME?,,1.25E+18,
72,1.25E+18,https://twitter.com/alicecooper/status/1250510000868425734,alicecooper,,Presenting an award this Sunday night at the Detroit Music Awards. The online-only event can be streamed at,2020-04-15 19:43:12+00:00,18,180,,,1.25E+18,
72,1.25E+18,https://twitter.com/alicecooper/status/1250438734236942338,alicecooper,,ICYMI: @JimmyPage + @RobertPlant talk finding that perfect sound on this week's #VintageVault https://bit.ly/VintageVaultPod @CerealKyler #AliceCooper #LedZeppelin #Podcast #classicrock,2020-04-15 15:00:00+00:00,89,688,#NAME?,#VintageVault #AliceCooper #LedZeppelin #Podcast #classicrock,1.25E+18,
72,1.25E+18,https://twitter.com/alicecooper/status/1250182042236616705,alicecooper,,On this week's #VintageVault @RobertPlant &amp, @JimmyPage talk finding that perfect sound. https://bit.ly/VintageVaultPod,2020-04-14 22:00:00+00:00,47,350,#NAME?,#VintageVault,1.25E+18
72,1.25E+18,https://twitter.com/alicecooper/status/1250074940407255041,alicecooper,,"Not a Black Widow, but... https://vm.tiktok.com/WeHUyQ/",2020-04-14 14:54:25+00:00,28,239,,,1.25E+18,
72,9.53E+17,https://twitter.com/LarryManetti/status/953420260673245184,LarryManetti,,Listen to the Lounge with Larry Manetti now! http://ow.ly/XE7c30hP8kE,2018-01-17 00:14:38+00:00,3,18,,,9.53E+17,
72,9.31E+17,https://twitter.com/LarryManetti/status/930608868442374145,LarryManetti,,This week's episode of Larry and Nancy Manetti will be dedicated to our friend #JohnHillerman We will talk about #MagnumPI memories &amp, more! Listen from 4-5pm PT @http://crntalk.com,2017-11-15 01:30:18+00:00,15,124,,#JohnHillerman #MagnumPI,9.31E+17
