age,id,permalink,username,to,text,date,retweets,favorites,mentions,hashtags,geo
30,1253153285726330881,https://twitter.com/CurlyfriSamurai/status/1253153285726330881,CurlyfriSamurai,SaraEcheagaray,Bruh her videos are always the best,2020-04-23 02:46:40+00:00,0,1,,,1253153285726330881
30,1253104099203014657,https://twitter.com/CurlyfriSamurai/status/1253104099203014657,CurlyfriSamurai,fernie13_u,Get the 5c it never breaks,2020-04-22 23:31:13+00:00,0,0,,,1253104099203014657
30,1253103921800687616,https://twitter.com/CurlyfriSamurai/status/1253103921800687616,CurlyfriSamurai,fernie13_u,Get a better phone son,2020-04-22 23:30:31+00:00,0,0,,,1253103921800687616
30,1253092600208257025,https://twitter.com/CurlyfriSamurai/status/1253092600208257025,CurlyfriSamurai,DumbsYT,"So fucking stupid, wanna play again?",2020-04-22 22:45:31+00:00,2,5,,,1253092600208257025
30,1253090232737468416,https://twitter.com/CurlyfriSamurai/status/1253090232737468416,CurlyfriSamurai,fernie13_u,Mine had a case and a screen protector ,2020-04-22 22:36:07+00:00,0,0,,,1253090232737468416
30,1253089656121389056,https://twitter.com/CurlyfriSamurai/status/1253089656121389056,CurlyfriSamurai,__zuce,Oh no im confused,2020-04-22 22:33:49+00:00,0,1,,,1253089656121389056
30,1253089426416078849,https://twitter.com/CurlyfriSamurai/status/1253089426416078849,CurlyfriSamurai,fernie13_u,Probably was your fault,2020-04-22 22:32:55+00:00,0,0,,,1253089426416078849
30,1253088153268744192,https://twitter.com/CurlyfriSamurai/status/1253088153268744192,CurlyfriSamurai,__zuce,U what,2020-04-22 22:27:51+00:00,0,0,,,1253088153268744192
30,1253056644834979840,https://twitter.com/CurlyfriSamurai/status/1253056644834979840,CurlyfriSamurai,Tristezzy__,Game was trash after season 5 ,2020-04-22 20:22:39+00:00,0,1,,,1253056644834979840
30,1253053542866116608,https://twitter.com/CurlyfriSamurai/status/1253053542866116608,CurlyfriSamurai,Tristezzy__,You still play that? ,2020-04-22 20:10:19+00:00,0,1,,,1253053542866116608
30,1253026643750326272,https://twitter.com/Middleton_Ly/status/1253026643750326272,Middleton_Ly,irisbuunk,Thanks Iris! 30 isn’t so bad...,2020-04-22 18:23:26+00:00,0,0,,,1253026643750326272
30,1253026452913733632,https://twitter.com/Middleton_Ly/status/1253026452913733632,Middleton_Ly,,"Thank you to everyone for the 30th birthday wishes, cards, gifts and flowers. It hasn’t been a bad birthday in lockdown, especially with a few surprise deliveries over the past couple of days! ",2020-04-22 18:22:41+00:00,0,0,,,1253026452913733632
30,1252912034817159169,https://twitter.com/Middleton_Ly/status/1252912034817159169,Middleton_Ly,LauraJks2015,Does that mean it’s your 30th birthday too? Haha! We will celebrate well when we can. Happy birthday and enjoy the Prosecco and cake later on! #30 #birthday #twins #lockdown,2020-04-22 10:48:01+00:00,1,3,,#birthday #twins #lockdown,1252912034817159169
30,1252679125166428161,https://twitter.com/Middleton_Ly/status/1252679125166428161,Middleton_Ly,irisbuunk,Happy birthday Iris! ,2020-04-21 19:22:31+00:00,0,1,,,1252679125166428161
30,1252277761433120777,https://twitter.com/Middleton_Ly/status/1252277761433120777,Middleton_Ly,,There was a random knock at the door and this appeared... Thank you @LauraJks2015 for the early birthday gift! #lockdown #turning30,2020-04-20 16:47:39+00:00,1,5,@LauraJks2015,#lockdown #turning30,1252277761433120777
30,1251883156845846530,https://twitter.com/Middleton_Ly/status/1251883156845846530,Middleton_Ly,,So what is post-PhD life looking like? http://lyndseyjenkins.org/2020/04/19/so-what-is-post-phd-life-looking-like/,2020-04-19 14:39:38+00:00,0,7,,,1251883156845846530
