age,id,permalink,username,to,text,date,retweets,favorites,mentions,hashtags,geo
65,1253491209034743811,https://twitter.com/tyengeni1954/status/1253491209034743811,tyengeni1954,Marara03243666,Location pls,2020-04-24 01:09:27+00:00,0,0,,,1253491209034743811
65,1253490792280346624,https://twitter.com/tyengeni1954/status/1253490792280346624,tyengeni1954,uLerato_pillay,#DstvMustFall,2020-04-24 01:07:48+00:00,0,1,,#DstvMustFall,1253490792280346624
65,1253485652169146368,https://twitter.com/tyengeni1954/status/1253485652169146368,tyengeni1954,Karinda_J,Mantshingi ..what..syndrome ..?,2020-04-24 00:47:22+00:00,0,0,,,1253485652169146368
65,1253485127331708928,https://twitter.com/tyengeni1954/status/1253485127331708928,tyengeni1954,Lekgoana1,""" How to lie with statistics "" Yhooo",2020-04-24 00:45:17+00:00,0,1,,,1253485127331708928
65,1253483404940754951,https://twitter.com/tyengeni1954/status/1253483404940754951,tyengeni1954,kulanicool,Can someone also post a pic of the ol lady..,2020-04-24 00:38:26+00:00,0,0,,,1253483404940754951
65,1253371914191613952,https://twitter.com/tyengeni1954/status/1253371914191613952,tyengeni1954,KhandaniM,Can you write a trillion rands in numbers..?,2020-04-23 17:15:25+00:00,1,3,,,1253371914191613952
65,1253370816357597184,https://twitter.com/tyengeni1954/status/1253370816357597184,tyengeni1954,,Hamba kahle Mkhonto..!!,2020-04-23 17:11:03+00:00,105,366,,,1253370816357597184
65,1253369545454166018,https://twitter.com/tyengeni1954/status/1253369545454166018,tyengeni1954,Bafana_Nhlapo,Is a police van on its way to pick them up?,2020-04-23 17:06:00+00:00,1,4,,,1253369545454166018
65,1253368028739375106,https://twitter.com/tyengeni1954/status/1253368028739375106,tyengeni1954,Flo_Letoaba,She's raising awareness..Shuu,2020-04-23 16:59:59+00:00,0,0,,,1253368028739375106
65,1253366886043172868,https://twitter.com/tyengeni1954/status/1253366886043172868,tyengeni1954,LindiMazibuko,"Lindi inxeba leny,indoda alihlekwa.. ",2020-04-23 16:55:26+00:00,0,1,,,1253366886043172868
65,1253332708895285251,https://twitter.com/SteveEarle/status/1253332708895285251,SteveEarle,,Don't miss Steve's conversation with Rhagu Markus on the Mindfullness Podcast. Listen here:,2020-04-23 14:39:38+00:00,3,21,,,1253332708895285251
65,1252980977992900608,https://twitter.com/SteveEarle/status/1252980977992900608,SteveEarle,,"Listen to the WORLD PREMIERE of 'It's About Blood' from Steve Earle & The Dukes upcoming album, ""Ghosts of West Virginia"" featured in @MotherJones magazine.",2020-04-22 15:21:59+00:00,18,63,@MotherJones,,1252980977992900608
65,1250802764294303744,https://twitter.com/SteveEarle/status/1250802764294303744,SteveEarle,,"ICYMI: Steve Earle & The Dukes new album ""Ghosts of West Virginia"" is available for pre-order. The album comes out on May 22, 2020. https://hifi247.com/steve-earle.html",2020-04-16 15:06:32+00:00,19,58,,,1250802764294303744
65,1250540568205316096,https://twitter.com/SteveEarle/status/1250540568205316096,SteveEarle,,"Join Steve for a special live stream via NPR Music, VuHaus, and WFVU, this Thursday, April 16 at 6pm CDT. https://livesessions.npr.org/live/steve-earle",2020-04-15 21:44:40+00:00,65,199,,,1250540568205316096
65,1247273402299277313,https://twitter.com/SteveEarle/status/1247273402299277313,SteveEarle,,Check out Steve's interpretation of Shakespeare's Sonnet 29 for #BraveNewShakespeare challenge week #1.,2020-04-06 21:22:06+00:00,19,67,,#BraveNewShakespeare,1247273402299277313
65,1246821722386575361,https://twitter.com/SteveEarle/status/1246821722386575361,SteveEarle,,"Happening TODAY at 3pm EST on Steve's facebook https://bit.ly/34agoVg Also, at 2pm EST, check out the special tribute video featuring Coal Country's show creators, Jessica Blank and Erik Jensen, along with Steve, on The Public's Youtube Channel: https://bit.ly/2UKlBA6 https://twitter.com/SteveEarle/status/1246183819314692097",2020-04-05 15:27:18+00:00,22,58,,,1246821722386575361
65,1246183819314692097,https://twitter.com/SteveEarle/status/1246183819314692097,SteveEarle,,"Join Steve on Facebook Live this Sunday, April 5 at 3pm EST for a special solo performance highlighting songs he wrote for Coal Country. It'll also air via Earle’s Hardcore Troubadour radio show, on Sirius XM Outlaw Country, Channel 60, premiering April 11th at 9:00 p.m. EST.",2020-04-03 21:12:30+00:00,39,99,,,1246183819314692097
65,1246172884596375564,https://twitter.com/SteveEarle/status/1246172884596375564,SteveEarle,,"Steve Earle joins Rolling Stone for “In My Room"". Check out his at-home performance of ""John Henry Was A Steel Drivin' Man"" and more.",2020-04-03 20:29:03+00:00,34,147,,,1246172884596375564
65,1242859596584230913,https://twitter.com/SteveEarle/status/1242859596584230913,SteveEarle,,"""This one was a chance for me to actually help these people tell their stories..."" Check out Steve's interview on SPIN about his upcoming album 'Ghosts Of West Virginia'.",2020-03-25 17:03:13+00:00,18,61,,,1242859596584230913
65,1238173351274831874,https://twitter.com/SteveEarle/status/1238173351274831874,SteveEarle,,Everyone loves a good BTS. Here's Steve with Jessica Blank and Erik Jenson in rehearsals for COAL COUNTRY. The show runs until April 5th. Grab your tickets now. http://thepublic.nyc/ccfbp by Joan Marcus,2020-03-12 18:41:45+00:00,3,41,,,1238173351274831874
65,967065274250878976,https://twitter.com/fountain/status/967065274250878976,fountain,,Thanks to all the @alexadevs for an amazing workshop last night. Terrific insight into creating skills with Alexa. @TheOnlyAkersh @SleepyDeveloper @cwillycs,2018-02-23 15:55:03+00:00,0,3,@alexadevs @TheOnlyAkersh @SleepyDeveloper @cwillycs,,967065274250878976
65,925767961939410944,https://twitter.com/fountain/status/925767961939410944,fountain,TechnicallyBK,Please help spread the word!,2017-11-01 16:54:16+00:00,1,0,,,925767961939410944
65,901163319507251200,https://twitter.com/fountain/status/901163319507251200,fountain,,Last call for votes! Log into #PanelPicker and vote on my #SXSWEDU idea: http://panelpicker.sxsw.com/vote/77277 #CompetencyEd,2017-08-25 19:24:12+00:00,0,0,,#PanelPicker #SXSWEDU #CompetencyEd,901163319507251200
65,899313648774111237,https://twitter.com/fountain/status/899313648774111237,fountain,icopythat,I think so.,2017-08-20 16:54:16+00:00,0,0,,,899313648774111237
65,899000279949086720,https://twitter.com/fountain/status/899000279949086720,fountain,,Do you remember when you joined Twitter? I do! #MyTwitterAnniversary,2017-08-19 20:09:04+00:00,0,1,,#MyTwitterAnniversary #MyTwitterAnniversary,899000279949086720
65,897499520241614848,https://twitter.com/fountain/status/897499520241614848,fountain,,"I dig this online course. Great production, promotion and an innovative approach to the subject! #edtech #edchat",2017-08-15 16:45:35+00:00,0,0,,#edtech #edchat,897499520241614848
65,894648813847273473,https://twitter.com/fountain/status/894648813847273473,fountain,,I want to build a database to accelerate the adoption of competency-based education. #edtech #SXSWEdu #edchat http://panelpicker.sxsw.com/vote/77277,2017-08-07 19:57:53+00:00,1,2,,#edtech #SXSWEdu #edchat,894648813847273473
65,892535836226531329,https://twitter.com/fountain/status/892535836226531329,fountain,,I love the gym. I'm just not IN love with the gym.,2017-08-02 00:01:40+00:00,0,0,,,892535836226531329
65,870309229130903556,https://twitter.com/fountain/status/870309229130903556,fountain,,Great opportunity for female entrepreneurs! Get a desk for $100/month,2017-06-01 16:01:04+00:00,1,2,,,870309229130903556
65,867446112084520963,https://twitter.com/fountain/status/867446112084520963,fountain,,"Just updated my @LinkedIn headline to ""I HAVE A VERY GOOD BRAIN"" Jobs should start rolling in now.",2017-05-24 18:24:04+00:00,0,2,@LinkedIn,,867446112084520963
65,1253459625300672513,https://twitter.com/GayleKing/status/1253459625300672513,GayleKing,,Guess who just sent me heart shaped flowers ... a true gentleman... say hello to @maluma ... can’t wait to talk face to face ... he is a @cbsthismorning profile piece waiting to happen...,2020-04-23 23:03:57+00:00,14,256,@maluma @CBSThisMorning,,1253459625300672513
65,1253379900368719872,https://twitter.com/GayleKing/status/1253379900368719872,GayleKing,,"Today is show day! Getting ready for radio show on @siriusxm channel 109... what shall we talk about? It’s called..... “Gayle King in the House” catchy huh? Starts at 5pm eastern 2 pacific ... I’ll be in the kitchen, where will you be? The app is FREE.",2020-04-23 17:47:09+00:00,14,137,@SIRIUSXM,,1253379900368719872
65,1253096478232457216,https://twitter.com/GayleKing/status/1253096478232457216,GayleKing,CBSThisMorning,It’s happening! Turn on your TVs to @BET right now! #OurFightBET,2020-04-22 23:00:56+00:00,36,100,@BET,#OurFightBET,1253096478232457216
65,1253039802787729415,https://twitter.com/GayleKing/status/1253039802787729415,GayleKing,,Coronavirus is an equal opportunity heartbreaker and the Black community has been hit especially hard. Watch “Black America’s Fight” TONIGHT at 7pm ET on @BET or stream on @Facebook. #OurFightBET,2020-04-22 19:15:43+00:00,40,118,@BET @Facebook,#OurFightBET,1253039802787729415
65,1252009916363087873,https://twitter.com/GayleKing/status/1252009916363087873,GayleKing,,Sunday Dinner options SO many choices! In the end decided to cook myself.. it was very underwhelming swipe left for the umm winner? there are leftovers let me know where to send https://www.instagram.com/p/B_LiDZkj_Ek/?igshid=jwt3ocyrtqjr,2020-04-19 23:03:19+00:00,8,153,,,1252009916363087873
65,1250948442643468289,https://twitter.com/GayleKing/status/1250948442643468289,GayleKing,,After meeting @Maluma for the first time today I TOTALLY get what all the fuss is about... MALUMA BABY indeed! A preview of our intv on @CBSThisMorning tomorrow and the full conversation will be online after!,2020-04-17 00:45:24+00:00,15,112,@maluma @CBSThisMorning,,1250948442643468289
65,1249835677639942152,https://twitter.com/GayleKing/status/1249835677639942152,GayleKing,,Banana bread take 2! New recipe from @derrick4draf who said add crushed pineapple swipe left to see how it turned out &amp; I swear i followed his recipe! https://www.instagram.com/p/B-8FUlUDbAi/?igshid=unckx0khp1gc,2020-04-13 23:03:41+00:00,10,98,@derrick4draf,,1249835677639942152
